technology,capacity_type,location,year,none,Capacity in kW
heat_pump,power,IE,10,5.937538507,5937538.51
heat_pump,power,IE,11,6.006393357,6006393.36
heat_pump,power,IE,12,7.381136669,7381136.67
heat_pump,power,IE,13,10.65297739,10652977.39
heat_pump,power,IE,14,10.65297765,10652977.65
heat_pump,power,IT,0,9.678679221,9678679.22
heat_pump,power,IT,1,9.08478809,9084788.09
heat_pump,power,IT,2,8.731419572,8731419.57
heat_pump,power,IT,3,19.79407438,19794074.38
heat_pump,power,IT,4,46.55564247,46555642.47
heat_pump,power,IT,5,62.16332171,62163321.71
heat_pump,power,IT,6,67.61432014,67614320.14
heat_pump,power,IT,7,75.66216889,75662168.89
heat_pump,power,IT,8,102.7377153,102737715.30
heat_pump,power,IT,9,145.4370708,145437070.80
heat_pump,power,IT,10,145.4904808,145490480.80
heat_pump,power,IT,11,146.3403252,146340325.20
heat_pump,power,IT,12,149.7507124,149750712.40
heat_pump,power,IT,13,149.8974258,149897425.80
heat_pump,power,IT,14,149.8974267,149897426.70
heat_pump,power,LT,0,0.140977178,140977.18
heat_pump,power,LT,1,0.135507124,135507.12
heat_pump,power,LT,2,0.118243095,118243.10
heat_pump,power,LT,3,0.117567061,117567.06
heat_pump,power,LT,4,0.095530541,95530.54
heat_pump,power,LT,5,0.080161831,80161.83
heat_pump,power,LT,6,0.066946759,66946.76
heat_pump,power,LT,7,0.023065647,23065.65
heat_pump,power,LT,8,0.004850511,4850.51
heat_pump,power,LT,9,0.004850517,4850.52
heat_pump,power,LT,10,0.004850527,4850.53
heat_pump,power,LT,11,0.00485054,4850.54
heat_pump,power,LT,12,0.004850561,4850.56
heat_pump,power,LT,13,0.0048506,4850.60
heat_pump,power,LT,14,0.004850735,4850.74
heat_pump,power,LU,0,0.237212097,237212.10
heat_pump,power,LU,1,0.22256815,222568.15
heat_pump,power,LU,2,0.195437896,195437.90
heat_pump,power,LU,3,0.193584399,193584.40
heat_pump,power,LU,4,0.190734476,190734.48
heat_pump,power,LU,5,0.16036342,160363.42
heat_pump,power,LU,6,0.144644833,144644.83
heat_pump,power,LU,7,0.295405656,295405.66
heat_pump,power,LU,8,0.347702902,347702.90
heat_pump,power,LU,9,0.610641064,610641.06
heat_pump,power,LU,10,1.011060127,1011060.13
heat_pump,power,LU,11,1.16003199,1160031.99
heat_pump,power,LU,12,1.979588253,1979588.25
heat_pump,power,LU,13,2.097876024,2097876.02
heat_pump,power,LU,14,2.41538506,2415385.06
heat_pump,power,LV,0,0.06846609,68466.09
heat_pump,power,LV,1,0.059602946,59602.95
heat_pump,power,LV,2,0.046974488,46974.49
heat_pump,power,LV,3,0.043560643,43560.64
heat_pump,power,LV,4,0.039421688,39421.69
heat_pump,power,LV,5,0.028993198,28993.20
heat_pump,power,LV,6,0.024322586,24322.59
heat_pump,power,LV,7,0.013161587,13161.59
heat_pump,power,LV,8,0.006159764,6159.76
heat_pump,power,LV,9,0.001109019,1109.02
heat_pump,power,LV,10,0.001109025,1109.03
heat_pump,power,LV,11,0.001109034,1109.03
heat_pump,power,LV,12,0.001109049,1109.05
heat_pump,power,LV,13,0.001109078,1109.08
heat_pump,power,LV,14,0.001109176,1109.18
heat_pump,power,NL,0,1.546973364,1546973.36
heat_pump,power,NL,1,1.460401702,1460401.70
heat_pump,power,NL,2,1.368779118,1368779.12
heat_pump,power,NL,3,1.338123077,1338123.08
heat_pump,power,NL,4,1.140673316,1140673.32
heat_pump,power,NL,5,0.883194213,883194.21
heat_pump,power,NL,6,0.766368673,766368.67
heat_pump,power,NL,7,0.460751908,460751.91
heat_pump,power,NL,8,0.042939271,42939.27
heat_pump,power,NL,9,0.318959308,318959.31
heat_pump,power,NL,10,3.521538911,3521538.91
heat_pump,power,NL,11,10.77696925,10776969.25
heat_pump,power,NL,12,17.12478491,17124784.91
heat_pump,power,NL,13,17.16348106,17163481.06
heat_pump,power,NL,14,17.88022509,17880225.09
heat_pump,power,NO,0,9.000666139,9000666.14
heat_pump,power,NO,1,6.903958024,6903958.02
heat_pump,power,NO,2,4.283315098,4283315.10
heat_pump,power,NO,3,2.63945797,2639457.97
heat_pump,power,NO,4,1.854390973,1854390.97
heat_pump,power,NO,5,1.227450388,1227450.39
heat_pump,power,NO,6,0.973492421,973492.42
heat_pump,power,NO,7,0.742214425,742214.43
heat_pump,power,NO,8,4.67E-08,0.05
heat_pump,power,NO,9,5.98E-08,0.06
heat_pump,power,NO,10,7.59E-08,0.08
heat_pump,power,NO,11,9.73E-08,0.10
heat_pump,power,NO,12,1.28E-07,0.13
heat_pump,power,NO,13,1.82E-07,0.18
heat_pump,power,NO,14,3.71E-07,0.37
heat_pump,power,PL,0,1.513697352,1513697.35
heat_pump,power,PL,1,1.513697356,1513697.36
heat_pump,power,PL,2,1.513697363,1513697.36
heat_pump,power,PL,3,1.503777573,1503777.57
heat_pump,power,PL,4,1.465585006,1465585.01
heat_pump,power,PL,5,1.38703833,1387038.33
heat_pump,power,PL,6,0.174944864,174944.86
heat_pump,power,PL,7,0.159617916,159617.92
heat_pump,power,PL,8,1.60E-07,0.16
heat_pump,power,PL,9,2.10E-07,0.21
heat_pump,power,PL,10,2.79E-07,0.28
heat_pump,power,PL,11,3.34E-07,0.33
heat_pump,power,PL,12,4.62E-07,0.46
heat_pump,power,PL,13,7.40E-07,0.74
heat_pump,power,PL,14,1.74E-06,1.74
heat_pump,power,PT,0,0.21172736,211727.36
heat_pump,power,PT,1,0.20177926,201779.26
heat_pump,power,PT,2,0.1928509,192850.90
heat_pump,power,PT,3,0.17899245,178992.45
heat_pump,power,PT,4,0.174187524,174187.52
heat_pump,power,PT,5,0.035635457,35635.46
heat_pump,power,PT,6,0.042033171,42033.17
heat_pump,power,PT,7,0.381001917,381001.92
heat_pump,power,PT,8,0.410723703,410723.70
heat_pump,power,PT,9,0.42019025,420190.25
heat_pump,power,PT,10,1.195930331,1195930.33
heat_pump,power,PT,11,2.822316302,2822316.30
heat_pump,power,PT,12,2.887200442,2887200.44
heat_pump,power,PT,13,3.016681207,3016681.21
heat_pump,power,PT,14,3.026879775,3026879.78
heat_pump,power,RO,0,0.066537901,66537.90
heat_pump,power,RO,1,0.059920137,59920.14
heat_pump,power,RO,2,0.050719575,50719.58
heat_pump,power,RO,3,0.04200165,42001.65
heat_pump,power,RO,4,0.031246602,31246.60
heat_pump,power,RO,5,0.022475709,22475.71
heat_pump,power,RO,6,0.021476841,21476.84
heat_pump,power,RO,7,0.014656797,14656.80
heat_pump,power,RO,8,0.003267801,3267.80
heat_pump,power,RO,9,0.003267887,3267.89
heat_pump,power,RO,10,0.003268047,3268.05
heat_pump,power,RO,11,0.003268131,3268.13
heat_pump,power,RO,12,1.359660034,1359660.03
heat_pump,power,RO,13,1.444493827,1444493.83
heat_pump,power,RO,14,1.752659197,1752659.20
heat_pump,power,SE,0,6.860577933,6860577.93
heat_pump,power,SE,1,5.684936693,5684936.69
heat_pump,power,SE,2,4.794204408,4794204.41
heat_pump,power,SE,3,4.176167154,4176167.15
heat_pump,power,SE,4,2.714959899,2714959.90
heat_pump,power,SE,5,2.018000262,2018000.26
heat_pump,power,SE,6,1.262935009,1262935.01
heat_pump,power,SE,7,1.047248001,1047248.00
heat_pump,power,SE,8,5.39E-08,0.05
heat_pump,power,SE,9,6.92E-08,0.07
heat_pump,power,SE,10,8.80E-08,0.09
heat_pump,power,SE,11,1.13E-07,0.11
heat_pump,power,SE,12,1.49E-07,0.15
heat_pump,power,SE,13,2.13E-07,0.21
heat_pump,power,SE,14,4.37E-07,0.44
heat_pump,power,SI,0,0.472313502,472313.50
heat_pump,power,SI,1,0.434074726,434074.73
heat_pump,power,SI,2,0.392098657,392098.66
heat_pump,power,SI,3,0.384204124,384204.12
heat_pump,power,SI,4,0.514641371,514641.37
heat_pump,power,SI,5,0.64267133,642671.33
heat_pump,power,SI,6,0.777369002,777369.00
heat_pump,power,SI,7,1.091717547,1091717.55
heat_pump,power,SI,8,1.142217596,1142217.60
heat_pump,power,SI,9,1.854057268,1854057.27
heat_pump,power,SI,10,4.110237926,4110237.93
heat_pump,power,SI,11,4.123699914,4123699.91
heat_pump,power,SI,12,4.14159093,4141590.93
heat_pump,power,SI,13,4.29265959,4292659.59
heat_pump,power,SI,14,4.343347722,4343347.72
heat_pump,power,SK,0,0.496967872,496967.87
heat_pump,power,SK,1,0.486083501,486083.50
heat_pump,power,SK,2,0.436604991,436604.99
heat_pump,power,SK,3,0.428594323,428594.32
heat_pump,power,SK,4,0.327630159,327630.16
heat_pump,power,SK,5,0.235753406,235753.41
heat_pump,power,SK,6,0.206578757,206578.76
heat_pump,power,SK,7,0.152173548,152173.55
heat_pump,power,SK,8,1.040226802,1040226.80
heat_pump,power,SK,9,2.254568554,2254568.55
heat_pump,power,SK,10,3.249865467,3249865.47
heat_pump,power,SK,11,5.00666174,5006661.74
heat_pump,power,SK,12,6.448418927,6448418.93
heat_pump,power,SK,13,6.874782378,6874782.38
heat_pump,power,SK,14,8.441270216,8441270.22
heat_pump,power,UK,0,5.704927829,5704927.83
heat_pump,power,UK,1,4.660307118,4660307.12
heat_pump,power,UK,2,4.038155049,4038155.05
heat_pump,power,UK,3,3.561199702,3561199.70
heat_pump,power,UK,4,3.127969945,3127969.95
heat_pump,power,UK,5,2.255341123,2255341.12
heat_pump,power,UK,6,0.836851076,836851.08
heat_pump,power,UK,7,0.701406062,701406.06
heat_pump,power,UK,8,0.652444372,652444.37
heat_pump,power,UK,9,0.179846163,179846.16
heat_pump,power,UK,10,0.179846172,179846.17
heat_pump,power,UK,11,0.179846186,179846.19
heat_pump,power,UK,12,0.179846208,179846.21
heat_pump,power,UK,13,0.17984625,179846.25
heat_pump,power,UK,14,0.179846392,179846.39
heat_pump_DH,power,AT,0,0.027673595,27673.60
heat_pump_DH,power,AT,1,0.027673596,27673.60
heat_pump_DH,power,AT,2,0.027673597,27673.60
heat_pump_DH,power,AT,3,0.027673598,27673.60
heat_pump_DH,power,AT,4,0.027673599,27673.60
heat_pump_DH,power,AT,5,0.0276736,27673.60
heat_pump_DH,power,AT,6,0.027673601,27673.60
heat_pump_DH,power,AT,7,0.027673604,27673.60
heat_pump_DH,power,AT,8,0.027673606,27673.61
heat_pump_DH,power,AT,9,0.027673611,27673.61
heat_pump_DH,power,AT,10,0.026283061,26283.06
heat_pump_DH,power,AT,11,3.09E-08,0.03
heat_pump_DH,power,AT,12,4.42E-08,0.04
heat_pump_DH,power,AT,13,9.54E-08,0.10
heat_pump_DH,power,AT,14,3.49E-07,0.35
heat_pump_DH,power,BE,0,8.73E-09,0.01
heat_pump_DH,power,BE,1,1.06E-08,0.01
heat_pump_DH,power,BE,2,1.26E-08,0.01
heat_pump_DH,power,BE,3,1.48E-08,0.01
heat_pump_DH,power,BE,4,1.73E-08,0.02
heat_pump_DH,power,BE,5,2.10E-08,0.02
heat_pump_DH,power,BE,6,2.64E-08,0.03
heat_pump_DH,power,BE,7,3.79E-08,0.04
heat_pump_DH,power,BE,8,6.70E-08,0.07
heat_pump_DH,power,BE,9,1.10E-07,0.11
heat_pump_DH,power,BE,10,1.49E-07,0.15
heat_pump_DH,power,BE,11,1.60E-07,0.16
heat_pump_DH,power,BE,12,1.70E-07,0.17
heat_pump_DH,power,BE,13,0.061898259,61898.26
heat_pump_DH,power,BE,14,0.061898339,61898.34
heat_pump_DH,power,BG,0,5.50E-09,0.01
heat_pump_DH,power,BG,1,7.14E-09,0.01
heat_pump_DH,power,BG,2,8.69E-09,0.01
heat_pump_DH,power,BG,3,1.01E-08,0.01
heat_pump_DH,power,BG,4,1.18E-08,0.01
heat_pump_DH,power,BG,5,1.39E-08,0.01
heat_pump_DH,power,BG,6,1.63E-08,0.02
heat_pump_DH,power,BG,7,1.93E-08,0.02
heat_pump_DH,power,BG,8,2.31E-08,0.02
heat_pump_DH,power,BG,9,2.80E-08,0.03
heat_pump_DH,power,BG,10,3.42E-08,0.03
heat_pump_DH,power,BG,11,4.08E-08,0.04
heat_pump_DH,power,BG,12,4.55E-08,0.05
heat_pump_DH,power,BG,13,6.66E-08,0.07
heat_pump_DH,power,BG,14,1.40E-07,0.14
heat_pump_DH,power,CH,0,0.037495327,37495.33
heat_pump_DH,power,CH,1,0.037495327,37495.33
heat_pump_DH,power,CH,2,0.037495328,37495.33
heat_pump_DH,power,CH,3,0.037495329,37495.33
heat_pump_DH,power,CH,4,0.03749533,37495.33
heat_pump_DH,power,CH,5,0.037495331,37495.33
heat_pump_DH,power,CH,6,0.037495332,37495.33
heat_pump_DH,power,CH,7,0.037495334,37495.33
heat_pump_DH,power,CH,8,0.037495337,37495.34
heat_pump_DH,power,CH,9,0.03749534,37495.34
heat_pump_DH,power,CH,10,0.035611264,35611.26
heat_pump_DH,power,CH,11,2.91E-08,0.03
heat_pump_DH,power,CH,12,4.19E-08,0.04
heat_pump_DH,power,CH,13,8.57E-08,0.09
heat_pump_DH,power,CH,14,3.06E-07,0.31
heat_pump_DH,power,CZ,0,6.23E-09,0.01
heat_pump_DH,power,CZ,1,8.07E-09,0.01
heat_pump_DH,power,CZ,2,1.01E-08,0.01
heat_pump_DH,power,CZ,3,1.26E-08,0.01
heat_pump_DH,power,CZ,4,1.52E-08,0.02
heat_pump_DH,power,CZ,5,1.78E-08,0.02
heat_pump_DH,power,CZ,6,2.12E-08,0.02
heat_pump_DH,power,CZ,7,2.61E-08,0.03
heat_pump_DH,power,CZ,8,3.34E-08,0.03
heat_pump_DH,power,CZ,9,4.28E-08,0.04
heat_pump_DH,power,CZ,10,5.38E-08,0.05
heat_pump_DH,power,CZ,11,6.32E-08,0.06
heat_pump_DH,power,CZ,12,7.55E-08,0.08
heat_pump_DH,power,CZ,13,0.045372672,45372.67
heat_pump_DH,power,CZ,14,0.045372731,45372.73
heat_pump_DH,power,DE,0,1.73E-08,0.02
heat_pump_DH,power,DE,1,1.94E-08,0.02
heat_pump_DH,power,DE,2,2.17E-08,0.02
heat_pump_DH,power,DE,3,2.51E-08,0.03
heat_pump_DH,power,DE,4,3.28E-08,0.03
heat_pump_DH,power,DE,5,0.436559884,436559.88
heat_pump_DH,power,DE,6,1.955582495,1955582.50
heat_pump_DH,power,DE,7,3.619362764,3619362.76
heat_pump_DH,power,DE,8,3.619362777,3619362.78
heat_pump_DH,power,DE,9,3.619362782,3619362.78
heat_pump_DH,power,DE,10,3.619362785,3619362.79
heat_pump_DH,power,DE,11,3.619362788,3619362.79
heat_pump_DH,power,DE,12,3.619362776,3619362.78
heat_pump_DH,power,DE,13,3.619362782,3619362.78
heat_pump_DH,power,DE,14,3.619362807,3619362.81
heat_pump_DH,power,DK,0,1.221269387,1221269.39
heat_pump_DH,power,DK,1,1.221269391,1221269.39
heat_pump_DH,power,DK,2,1.221269395,1221269.40
heat_pump_DH,power,DK,3,1.221269399,1221269.40
heat_pump_DH,power,DK,4,1.221269408,1221269.41
heat_pump_DH,power,DK,5,1.221269428,1221269.43
heat_pump_DH,power,DK,6,1.221269477,1221269.48
heat_pump_DH,power,DK,7,1.747472258,1747472.26
heat_pump_DH,power,DK,8,1.74259518,1742595.18
heat_pump_DH,power,DK,9,1.736694497,1736694.50
heat_pump_DH,power,DK,10,1.706200154,1706200.15
heat_pump_DH,power,DK,11,1.580113041,1580113.04
heat_pump_DH,power,DK,12,0.903504823,903504.82
heat_pump_DH,power,DK,13,0.903504853,903504.85
heat_pump_DH,power,DK,14,0.903504882,903504.88
heat_pump_DH,power,EE,0,0.090284477,90284.48
heat_pump_DH,power,EE,1,0.090284481,90284.48
heat_pump_DH,power,EE,2,0.090284486,90284.49
heat_pump_DH,power,EE,3,0.090284491,90284.49
heat_pump_DH,power,EE,4,0.0902845,90284.50
heat_pump_DH,power,EE,5,0.090284517,90284.52
heat_pump_DH,power,EE,6,0.090284673,90284.67
heat_pump_DH,power,EE,7,0.090284775,90284.78
heat_pump_DH,power,EE,8,0.09028479,90284.79
heat_pump_DH,power,EE,9,0.090284807,90284.81
heat_pump_DH,power,EE,10,0.090284848,90284.85
heat_pump_DH,power,EE,11,0.090284864,90284.86
heat_pump_DH,power,EE,12,4.89E-07,0.49
heat_pump_DH,power,EE,13,5.09E-07,0.51
heat_pump_DH,power,EE,14,5.88E-07,0.59
heat_pump_DH,power,EL,0,3.75E-08,0.04
heat_pump_DH,power,EL,1,4.00E-08,0.04
heat_pump_DH,power,EL,2,4.27E-08,0.04
heat_pump_DH,power,EL,3,4.67E-08,0.05
heat_pump_DH,power,EL,4,6.00E-08,0.06
heat_pump_DH,power,EL,5,1.04E-07,0.10
heat_pump_DH,power,EL,6,0.090203186,90203.19
heat_pump_DH,power,EL,7,0.090203218,90203.22
heat_pump_DH,power,EL,8,0.090203233,90203.23
heat_pump_DH,power,EL,9,0.090203244,90203.24
heat_pump_DH,power,EL,10,0.090203252,90203.25
heat_pump_DH,power,EL,11,0.090203259,90203.26
heat_pump_DH,power,EL,12,0.090203229,90203.23
heat_pump_DH,power,EL,13,0.090203235,90203.24
heat_pump_DH,power,EL,14,0.090203259,90203.26
heat_pump_DH,power,ES,0,3.42E-09,0.00
heat_pump_DH,power,ES,1,5.44E-09,0.01
heat_pump_DH,power,ES,2,7.28E-09,0.01
heat_pump_DH,power,ES,3,9.26E-09,0.01
heat_pump_DH,power,ES,4,1.17E-08,0.01
heat_pump_DH,power,ES,5,1.45E-08,0.01
heat_pump_DH,power,ES,6,1.81E-08,0.02
heat_pump_DH,power,ES,7,2.29E-08,0.02
heat_pump_DH,power,ES,8,2.84E-08,0.03
heat_pump_DH,power,ES,9,3.43E-08,0.03
heat_pump_DH,power,ES,10,4.11E-08,0.04
heat_pump_DH,power,ES,11,4.90E-08,0.05
heat_pump_DH,power,ES,12,5.75E-08,0.06
heat_pump_DH,power,ES,13,7.85E-08,0.08
heat_pump_DH,power,ES,14,1.25E-07,0.13
heat_pump_DH,power,FI,0,0.214871192,214871.19
heat_pump_DH,power,FI,1,0.214871195,214871.20
heat_pump_DH,power,FI,2,0.214871199,214871.20
heat_pump_DH,power,FI,3,0.214871203,214871.20
heat_pump_DH,power,FI,4,0.255176602,255176.60
heat_pump_DH,power,FI,5,0.227202697,227202.70
heat_pump_DH,power,FI,6,0.403001628,403001.63
heat_pump_DH,power,FI,7,0.782811331,782811.33
heat_pump_DH,power,FI,8,0.755912017,755912.02
heat_pump_DH,power,FI,9,0.676901501,676901.50
heat_pump_DH,power,FI,10,0.660095434,660095.43
heat_pump_DH,power,FI,11,0.640535158,640535.16
heat_pump_DH,power,FI,12,0.640535137,640535.14
heat_pump_DH,power,FI,13,0.640535146,640535.15
heat_pump_DH,power,FI,14,0.640535169,640535.17
heat_pump_DH,power,FR,0,0.072293852,72293.85
heat_pump_DH,power,FR,1,0.072293853,72293.85
heat_pump_DH,power,FR,2,0.072293854,72293.85
heat_pump_DH,power,FR,3,0.072293856,72293.86
heat_pump_DH,power,FR,4,0.072293857,72293.86
heat_pump_DH,power,FR,5,0.07229386,72293.86
heat_pump_DH,power,FR,6,0.072293864,72293.86
heat_pump_DH,power,FR,7,0.072293869,72293.87
heat_pump_DH,power,FR,8,0.062163449,62163.45
heat_pump_DH,power,FR,9,0.049235382,49235.38
heat_pump_DH,power,FR,10,0.021858637,21858.64
heat_pump_DH,power,FR,11,5.71E-08,0.06
heat_pump_DH,power,FR,12,7.55E-08,0.08
heat_pump_DH,power,FR,13,5.20E-07,0.52
heat_pump_DH,power,FR,14,0.763727951,763727.95
heat_pump_DH,power,HR,0,6.89E-09,0.01
heat_pump_DH,power,HR,1,9.34E-09,0.01
heat_pump_DH,power,HR,2,1.20E-08,0.01
heat_pump_DH,power,HR,3,1.48E-08,0.01
heat_pump_DH,power,HR,4,1.84E-08,0.02
heat_pump_DH,power,HR,5,2.42E-08,0.02
heat_pump_DH,power,HR,6,3.82E-08,0.04
heat_pump_DH,power,HR,7,0.120072158,120072.16
heat_pump_DH,power,HR,8,0.120072273,120072.27
heat_pump_DH,power,HR,9,0.120072343,120072.34
heat_pump_DH,power,HR,10,0.120072396,120072.40
heat_pump_DH,power,HR,11,0.120072423,120072.42
heat_pump_DH,power,HR,12,0.120072471,120072.47
heat_pump_DH,power,HR,13,0.120072541,120072.54
heat_pump_DH,power,HR,14,0.120072669,120072.67
heat_pump_DH,power,HU,0,5.56E-09,0.01
heat_pump_DH,power,HU,1,7.46E-09,0.01
heat_pump_DH,power,HU,2,9.30E-09,0.01
heat_pump_DH,power,HU,3,1.11E-08,0.01
heat_pump_DH,power,HU,4,1.31E-08,0.01
heat_pump_DH,power,HU,5,1.54E-08,0.02
heat_pump_DH,power,HU,6,1.83E-08,0.02
heat_pump_DH,power,HU,7,2.22E-08,0.02
heat_pump_DH,power,HU,8,2.74E-08,0.03
heat_pump_DH,power,HU,9,3.34E-08,0.03
heat_pump_DH,power,HU,10,4.00E-08,0.04
heat_pump_DH,power,HU,11,4.70E-08,0.05
heat_pump_DH,power,HU,12,5.26E-08,0.05
heat_pump_DH,power,HU,13,7.81E-08,0.08
heat_pump_DH,power,HU,14,1.53E-07,0.15
heat_pump_DH,power,IE,0,4.10E-09,0.00
heat_pump_DH,power,IE,1,6.30E-09,0.01
heat_pump_DH,power,IE,2,8.43E-09,0.01
heat_pump_DH,power,IE,3,1.08E-08,0.01
heat_pump_DH,power,IE,4,1.39E-08,0.01
heat_pump_DH,power,IE,5,1.80E-08,0.02
heat_pump_DH,power,IE,6,2.39E-08,0.02
heat_pump_DH,power,IE,7,3.39E-08,0.03
heat_pump_DH,power,IE,8,4.68E-08,0.05
heat_pump_DH,power,IE,9,5.92E-08,0.06
heat_pump_DH,power,IE,10,7.17E-08,0.07
heat_pump_DH,power,IE,11,8.33E-08,0.08
heat_pump_DH,power,IE,12,9.74E-08,0.10
heat_pump_DH,power,IE,13,1.35E-07,0.14
heat_pump_DH,power,IE,14,2.04E-07,0.20
heat_pump_DH,power,IT,0,2.07E-08,0.02
heat_pump_DH,power,IT,1,2.30E-08,0.02
heat_pump_DH,power,IT,2,2.61E-08,0.03
heat_pump_DH,power,IT,3,3.00E-08,0.03
heat_pump_DH,power,IT,4,3.64E-08,0.04
heat_pump_DH,power,IT,5,4.83E-08,0.05
heat_pump_DH,power,IT,6,9.46E-08,0.09
heat_pump_DH,power,IT,7,2.436535125,2436535.13
heat_pump_DH,power,IT,8,2.436535321,2436535.32
heat_pump_DH,power,IT,9,2.436535348,2436535.35
heat_pump_DH,power,IT,10,2.436535365,2436535.37
heat_pump_DH,power,IT,11,2.43653538,2436535.38
heat_pump_DH,power,IT,12,2.436535377,2436535.38
heat_pump_DH,power,IT,13,2.436535398,2436535.40
heat_pump_DH,power,IT,14,2.436535423,2436535.42
heat_pump_DH,power,LT,0,1.97E-07,0.20
heat_pump_DH,power,LT,1,2.01E-07,0.20
heat_pump_DH,power,LT,2,2.05E-07,0.21
heat_pump_DH,power,LT,3,2.08E-07,0.21
heat_pump_DH,power,LT,4,2.14E-07,0.21
heat_pump_DH,power,LT,5,2.28E-07,0.23
heat_pump_DH,power,LT,6,6.35E-07,0.64
heat_pump_DH,power,LT,7,0.22360549,223605.49
heat_pump_DH,power,LT,8,0.22360552,223605.52
heat_pump_DH,power,LT,9,0.223605537,223605.54
heat_pump_DH,power,LT,10,0.223605549,223605.55
heat_pump_DH,power,LT,11,0.223605558,223605.56
heat_pump_DH,power,LT,12,0.223605371,223605.37
heat_pump_DH,power,LT,13,0.22360538,223605.38
heat_pump_DH,power,LT,14,0.223605403,223605.40
heat_pump_DH,power,LU,0,6.24E-09,0.01
heat_pump_DH,power,LU,1,8.76E-09,0.01
heat_pump_DH,power,LU,2,1.14E-08,0.01
heat_pump_DH,power,LU,3,1.39E-08,0.01
heat_pump_DH,power,LU,4,1.68E-08,0.02
heat_pump_DH,power,LU,5,2.02E-08,0.02
heat_pump_DH,power,LU,6,2.43E-08,0.02
heat_pump_DH,power,LU,7,3.03E-08,0.03
heat_pump_DH,power,LU,8,3.71E-08,0.04
heat_pump_DH,power,LU,9,4.59E-08,0.05
heat_pump_DH,power,LU,10,5.61E-08,0.06
heat_pump_DH,power,LU,11,6.75E-08,0.07
heat_pump_DH,power,LU,12,8.28E-08,0.08
heat_pump_DH,power,LU,13,0.074846521,74846.52
heat_pump_DH,power,LU,14,0.074846559,74846.56
heat_pump_DH,power,LV,0,2.87E-07,0.29
heat_pump_DH,power,LV,1,2.91E-07,0.29
heat_pump_DH,power,LV,2,2.96E-07,0.30
heat_pump_DH,power,LV,3,3.00E-07,0.30
heat_pump_DH,power,LV,4,3.05E-07,0.31
heat_pump_DH,power,LV,5,3.14E-07,0.31
heat_pump_DH,power,LV,6,3.27E-07,0.33
heat_pump_DH,power,LV,7,3.36E-07,0.34
heat_pump_DH,power,LV,8,3.47E-07,0.35
heat_pump_DH,power,LV,9,3.62E-07,0.36
heat_pump_DH,power,LV,10,3.87E-07,0.39
heat_pump_DH,power,LV,11,4.05E-07,0.41
heat_pump_DH,power,LV,12,1.36E-07,0.14
heat_pump_DH,power,LV,13,1.59E-07,0.16
heat_pump_DH,power,LV,14,2.46E-07,0.25
heat_pump_DH,power,NL,0,2.32E-08,0.02
heat_pump_DH,power,NL,1,2.57E-08,0.03
heat_pump_DH,power,NL,2,2.88E-08,0.03
heat_pump_DH,power,NL,3,3.25E-08,0.03
heat_pump_DH,power,NL,4,3.81E-08,0.04
heat_pump_DH,power,NL,5,4.85E-08,0.05
heat_pump_DH,power,NL,6,8.37E-08,0.08
heat_pump_DH,power,NL,7,0.358851926,358851.93
heat_pump_DH,power,NL,8,0.35885194,358851.94
heat_pump_DH,power,NL,9,0.358851947,358851.95
heat_pump_DH,power,NL,10,0.358851951,358851.95
heat_pump_DH,power,NL,11,0.358851957,358851.96
heat_pump_DH,power,NL,12,0.358851942,358851.94
heat_pump_DH,power,NL,13,0.358851952,358851.95
heat_pump_DH,power,NL,14,0.358851988,358851.99
heat_pump_DH,power,NO,0,0.212202519,212202.52
heat_pump_DH,power,NO,1,0.205897114,205897.11
heat_pump_DH,power,NO,2,0.199101241,199101.24
heat_pump_DH,power,NO,3,0.192475449,192475.45
heat_pump_DH,power,NO,4,0.152704087,152704.09
heat_pump_DH,power,NO,5,0.120610856,120610.86
heat_pump_DH,power,NO,6,0.112613492,112613.49
heat_pump_DH,power,NO,7,0.320238122,320238.12
heat_pump_DH,power,NO,8,0.289600753,289600.75
heat_pump_DH,power,NO,9,0.26967364,269673.64
heat_pump_DH,power,NO,10,0.247926739,247926.74
heat_pump_DH,power,NO,11,0.230053635,230053.64
heat_pump_DH,power,NO,12,0.230053641,230053.64
heat_pump_DH,power,NO,13,0.230053648,230053.65
heat_pump_DH,power,NO,14,0.230053674,230053.67
heat_pump_DH,power,PL,0,1.51E-08,0.02
heat_pump_DH,power,PL,1,1.69E-08,0.02
heat_pump_DH,power,PL,2,1.87E-08,0.02
heat_pump_DH,power,PL,3,2.12E-08,0.02
heat_pump_DH,power,PL,4,2.54E-08,0.03
heat_pump_DH,power,PL,5,3.33E-08,0.03
heat_pump_DH,power,PL,6,5.94E-08,0.06
heat_pump_DH,power,PL,7,2.240318092,2240318.09
heat_pump_DH,power,PL,8,2.240318104,2240318.10
heat_pump_DH,power,PL,9,2.24031811,2240318.11
heat_pump_DH,power,PL,10,2.240318114,2240318.11
heat_pump_DH,power,PL,11,2.240318117,2240318.12
heat_pump_DH,power,PL,12,2.240318107,2240318.11
heat_pump_DH,power,PL,13,2.240318114,2240318.11
heat_pump_DH,power,PL,14,2.240318139,2240318.14
heat_pump_DH,power,PT,0,5.56E-09,0.01
heat_pump_DH,power,PT,1,8.11E-09,0.01
heat_pump_DH,power,PT,2,1.04E-08,0.01
heat_pump_DH,power,PT,3,1.30E-08,0.01
