technology,capacity_type,location,year,none,
natural_gas_storage,power,SI,11,0,0.00E+00
natural_gas_storage,power,SI,12,0,0.00E+00
natural_gas_storage,power,SI,13,0,0.00E+00
natural_gas_storage,power,SI,14,0,0.00E+00
natural_gas_storage,power,SK,0,32.60016935,3.26E+07
natural_gas_storage,power,SK,1,32.60016935,3.26E+07
natural_gas_storage,power,SK,2,32.60016935,3.26E+07
natural_gas_storage,power,SK,3,32.60016935,3.26E+07
natural_gas_storage,power,SK,4,32.60016935,3.26E+07
natural_gas_storage,power,SK,5,32.60016935,3.26E+07
natural_gas_storage,power,SK,6,32.60016935,3.26E+07
natural_gas_storage,power,SK,7,32.60016935,3.26E+07
natural_gas_storage,power,SK,8,32.60016935,3.26E+07
natural_gas_storage,power,SK,9,32.60016935,3.26E+07
natural_gas_storage,power,SK,10,32.60016935,3.26E+07
natural_gas_storage,power,SK,11,32.60016935,3.26E+07
natural_gas_storage,power,SK,12,32.60016935,3.26E+07
natural_gas_storage,power,SK,13,32.60016935,3.26E+07
natural_gas_storage,power,SK,14,32.60016935,3.26E+07
natural_gas_storage,power,UK,0,52.07616193,5.21E+07
natural_gas_storage,power,UK,1,52.07616193,5.21E+07
natural_gas_storage,power,UK,2,52.07616193,5.21E+07
natural_gas_storage,power,UK,3,52.07616193,5.21E+07
natural_gas_storage,power,UK,4,52.07616193,5.21E+07
natural_gas_storage,power,UK,5,52.07616193,5.21E+07
natural_gas_storage,power,UK,6,52.07616193,5.21E+07
natural_gas_storage,power,UK,7,52.07616193,5.21E+07
natural_gas_storage,power,UK,8,52.07616193,5.21E+07
natural_gas_storage,power,UK,9,52.07616193,5.21E+07
natural_gas_storage,power,UK,10,52.07616193,5.21E+07
natural_gas_storage,power,UK,11,52.07616193,5.21E+07
natural_gas_storage,power,UK,12,52.07616193,5.21E+07
natural_gas_storage,power,UK,13,52.07616193,5.21E+07
natural_gas_storage,power,UK,14,52.07616193,5.21E+07
pumped_hydro,energy,AT,0,110.3290742,1.10E+08
pumped_hydro,energy,AT,1,101.6694195,1.02E+08
pumped_hydro,energy,AT,2,97.48452362,9.75E+07
pumped_hydro,energy,AT,3,97.48452366,9.75E+07
pumped_hydro,energy,AT,4,95.3105518,9.53E+07
pumped_hydro,energy,AT,5,82.0855561,8.21E+07
pumped_hydro,energy,AT,6,66.6865885,6.67E+07
pumped_hydro,energy,AT,7,61.45093957,6.15E+07
pumped_hydro,energy,AT,8,61.45093966,6.15E+07
pumped_hydro,energy,AT,9,54.92902406,5.49E+07
pumped_hydro,energy,AT,10,48.40710849,4.84E+07
pumped_hydro,energy,AT,11,48.4071087,4.84E+07
pumped_hydro,energy,AT,12,48.40710899,4.84E+07
pumped_hydro,energy,AT,13,48.40710952,4.84E+07
pumped_hydro,energy,AT,14,48.40711128,4.84E+07
pumped_hydro,energy,BE,0,5.71,5.71E+06
pumped_hydro,energy,BE,1,3.640779861,3.64E+06
pumped_hydro,energy,BE,2,3.640779917,3.64E+06
pumped_hydro,energy,BE,3,3.640779987,3.64E+06
pumped_hydro,energy,BE,4,3.640780082,3.64E+06
pumped_hydro,energy,BE,5,0.628624255,6.29E+05
pumped_hydro,energy,BE,6,0.62862447,6.29E+05
pumped_hydro,energy,BE,7,1.10E-06,1.10E+00
pumped_hydro,energy,BE,8,1.49E-06,1.49E+00
pumped_hydro,energy,BE,9,1.88E-06,1.88E+00
pumped_hydro,energy,BE,10,2.32E-06,2.32E+00
pumped_hydro,energy,BE,11,2.85E-06,2.85E+00
pumped_hydro,energy,BE,12,3.56E-06,3.56E+00
pumped_hydro,energy,BE,13,4.74E-06,4.74E+00
pumped_hydro,energy,BE,14,9.32E-06,9.32E+00
pumped_hydro,energy,BG,0,25.34488913,2.53E+07
pumped_hydro,energy,BG,1,25.34488913,2.53E+07
pumped_hydro,energy,BG,2,25.34488913,2.53E+07
pumped_hydro,energy,BG,3,25.34488913,2.53E+07
pumped_hydro,energy,BG,4,25.34488913,2.53E+07
pumped_hydro,energy,BG,5,25.34488913,2.53E+07
pumped_hydro,energy,BG,6,25.34488913,2.53E+07
pumped_hydro,energy,BG,7,25.34488913,2.53E+07
pumped_hydro,energy,BG,8,25.34488913,2.53E+07
pumped_hydro,energy,BG,9,25.34488913,2.53E+07
pumped_hydro,energy,BG,10,25.34488913,2.53E+07
pumped_hydro,energy,BG,11,25.34488913,2.53E+07
pumped_hydro,energy,BG,12,25.34488913,2.53E+07
pumped_hydro,energy,BG,13,25.34488913,2.53E+07
pumped_hydro,energy,BG,14,5.23E-06,5.23E+00
pumped_hydro,energy,CH,0,84.80031022,8.48E+07
pumped_hydro,energy,CH,1,83.49624367,8.35E+07
pumped_hydro,energy,CH,2,83.4962437,8.35E+07
pumped_hydro,energy,CH,3,83.49624374,8.35E+07
pumped_hydro,energy,CH,4,82.16561289,8.22E+07
pumped_hydro,energy,CH,5,72.70147049,7.27E+07
pumped_hydro,energy,CH,6,72.70147056,7.27E+07
pumped_hydro,energy,CH,7,63.33151077,6.33E+07
pumped_hydro,energy,CH,8,63.33151086,6.33E+07
pumped_hydro,energy,CH,9,63.33151098,6.33E+07
pumped_hydro,energy,CH,10,63.33151112,6.33E+07
pumped_hydro,energy,CH,11,63.27476028,6.33E+07
pumped_hydro,energy,CH,12,60.01459413,6.00E+07
pumped_hydro,energy,CH,13,59.89384776,5.99E+07
pumped_hydro,energy,CH,14,59.89384953,5.99E+07
pumped_hydro,energy,CZ,0,2.3,2.30E+06
pumped_hydro,energy,CZ,1,2.3,2.30E+06
pumped_hydro,energy,CZ,2,2.3,2.30E+06
pumped_hydro,energy,CZ,3,2.3,2.30E+06
pumped_hydro,energy,CZ,4,2.3,2.30E+06
pumped_hydro,energy,CZ,5,1.321982037,1.32E+06
pumped_hydro,energy,CZ,6,1.321982101,1.32E+06
pumped_hydro,energy,CZ,7,1.321982178,1.32E+06
pumped_hydro,energy,CZ,8,1.321982274,1.32E+06
pumped_hydro,energy,CZ,9,1.321982394,1.32E+06
pumped_hydro,energy,CZ,10,1.32198255,1.32E+06
pumped_hydro,energy,CZ,11,1.321982768,1.32E+06
pumped_hydro,energy,CZ,12,1.321983106,1.32E+06
pumped_hydro,energy,CZ,13,1.321983784,1.32E+06
pumped_hydro,energy,CZ,14,7.46E-06,7.46E+00
pumped_hydro,energy,DE,0,26.09204395,2.61E+07
pumped_hydro,energy,DE,1,25.28420451,2.53E+07
pumped_hydro,energy,DE,2,25.28420455,2.53E+07
pumped_hydro,energy,DE,3,21.51428709,2.15E+07
pumped_hydro,energy,DE,4,13.52370113,1.35E+07
pumped_hydro,energy,DE,5,13.52370118,1.35E+07
pumped_hydro,energy,DE,6,7.405195392,7.41E+06
pumped_hydro,energy,DE,7,7.405195471,7.41E+06
pumped_hydro,energy,DE,8,7.124207926,7.12E+06
pumped_hydro,energy,DE,9,7.124208043,7.12E+06
pumped_hydro,energy,DE,10,7.124208192,7.12E+06
pumped_hydro,energy,DE,11,6.158313383,6.16E+06
pumped_hydro,energy,DE,12,6.158313688,6.16E+06
pumped_hydro,energy,DE,13,6.158314232,6.16E+06
pumped_hydro,energy,DE,14,6.158316051,6.16E+06
pumped_hydro,energy,DK,0,0,0.00E+00
pumped_hydro,energy,DK,1,0,0.00E+00
pumped_hydro,energy,DK,2,0,0.00E+00
pumped_hydro,energy,DK,3,0,0.00E+00
pumped_hydro,energy,DK,4,0,0.00E+00
pumped_hydro,energy,DK,5,0,0.00E+00
pumped_hydro,energy,DK,6,0,0.00E+00
pumped_hydro,energy,DK,7,0,0.00E+00
pumped_hydro,energy,DK,8,0,0.00E+00
pumped_hydro,energy,DK,9,0,0.00E+00
pumped_hydro,energy,DK,10,0,0.00E+00
pumped_hydro,energy,DK,11,0,0.00E+00
pumped_hydro,energy,DK,12,0,0.00E+00
pumped_hydro,energy,DK,13,0,0.00E+00
pumped_hydro,energy,DK,14,0,0.00E+00
pumped_hydro,energy,EE,0,0,0.00E+00
pumped_hydro,energy,EE,1,0,0.00E+00
pumped_hydro,energy,EE,2,0,0.00E+00
pumped_hydro,energy,EE,3,0,0.00E+00
pumped_hydro,energy,EE,4,0,0.00E+00
pumped_hydro,energy,EE,5,0,0.00E+00
pumped_hydro,energy,EE,6,0,0.00E+00
pumped_hydro,energy,EE,7,0,0.00E+00
pumped_hydro,energy,EE,8,0,0.00E+00
pumped_hydro,energy,EE,9,0,0.00E+00
pumped_hydro,energy,EE,10,0,0.00E+00
pumped_hydro,energy,EE,11,0,0.00E+00
pumped_hydro,energy,EE,12,0,0.00E+00
pumped_hydro,energy,EE,13,0,0.00E+00
pumped_hydro,energy,EE,14,0,0.00E+00
pumped_hydro,energy,EL,0,5.14,5.14E+06
pumped_hydro,energy,EL,1,5.14,5.14E+06
pumped_hydro,energy,EL,2,5.14,5.14E+06
pumped_hydro,energy,EL,3,5.14,5.14E+06
pumped_hydro,energy,EL,4,5.14,5.14E+06
pumped_hydro,energy,EL,5,5.14,5.14E+06
pumped_hydro,energy,EL,6,5.14,5.14E+06
pumped_hydro,energy,EL,7,5.14,5.14E+06
pumped_hydro,energy,EL,8,5.14,5.14E+06
pumped_hydro,energy,EL,9,2.823691109,2.82E+06
pumped_hydro,energy,EL,10,2.823691267,2.82E+06
pumped_hydro,energy,EL,11,2.823691486,2.82E+06
pumped_hydro,energy,EL,12,2.823691825,2.82E+06
pumped_hydro,energy,EL,13,2.823692506,2.82E+06
pumped_hydro,energy,EL,14,7.44E-06,7.44E+00
pumped_hydro,energy,ES,0,125.7074987,1.26E+08
pumped_hydro,energy,ES,1,111.7818806,1.12E+08
pumped_hydro,energy,ES,2,111.7818806,1.12E+08
pumped_hydro,energy,ES,3,100.7548995,1.01E+08
pumped_hydro,energy,ES,4,91.68594809,9.17E+07
pumped_hydro,energy,ES,5,77.34487889,7.73E+07
pumped_hydro,energy,ES,6,77.34487896,7.73E+07
pumped_hydro,energy,ES,7,62.11599944,6.21E+07
pumped_hydro,energy,ES,8,58.18003307,5.82E+07
pumped_hydro,energy,ES,9,34.44998534,3.44E+07
pumped_hydro,energy,ES,10,34.44998553,3.44E+07
pumped_hydro,energy,ES,11,1.774756304,1.77E+06
pumped_hydro,energy,ES,12,1.774756796,1.77E+06
pumped_hydro,energy,ES,13,3.35E-06,3.35E+00
pumped_hydro,energy,ES,14,8.38E-06,8.38E+00
pumped_hydro,energy,FI,0,0,0.00E+00
pumped_hydro,energy,FI,1,0,0.00E+00
pumped_hydro,energy,FI,2,0,0.00E+00
pumped_hydro,energy,FI,3,0,0.00E+00
pumped_hydro,energy,FI,4,0,0.00E+00
pumped_hydro,energy,FI,5,0,0.00E+00
pumped_hydro,energy,FI,6,0,0.00E+00
pumped_hydro,energy,FI,7,0,0.00E+00
pumped_hydro,energy,FI,8,0,0.00E+00
pumped_hydro,energy,FI,9,0,0.00E+00
pumped_hydro,energy,FI,10,0,0.00E+00
pumped_hydro,energy,FI,11,0,0.00E+00
pumped_hydro,energy,FI,12,0,0.00E+00
pumped_hydro,energy,FI,13,0,0.00E+00
pumped_hydro,energy,FI,14,0,0.00E+00
pumped_hydro,energy,FR,0,82.683,8.27E+07
pumped_hydro,energy,FR,1,82.683,8.27E+07
pumped_hydro,energy,FR,2,82.683,8.27E+07
pumped_hydro,energy,FR,3,82.683,8.27E+07
pumped_hydro,energy,FR,4,69.3992699,6.94E+07
pumped_hydro,energy,FR,5,69.39926996,6.94E+07
pumped_hydro,energy,FR,6,61.42574388,6.14E+07
pumped_hydro,energy,FR,7,61.42574396,6.14E+07
pumped_hydro,energy,FR,8,46.46510738,4.65E+07
pumped_hydro,energy,FR,9,34.26150245,3.43E+07
pumped_hydro,energy,FR,10,34.2615026,3.43E+07
pumped_hydro,energy,FR,11,34.2615028,3.43E+07
pumped_hydro,energy,FR,12,34.2615031,3.43E+07
pumped_hydro,energy,FR,13,34.26150363,3.43E+07
pumped_hydro,energy,FR,14,34.26150543,3.43E+07
pumped_hydro,energy,HR,0,9.396993562,9.40E+06
pumped_hydro,energy,HR,1,9.396993562,9.40E+06
pumped_hydro,energy,HR,2,9.396993562,9.40E+06
pumped_hydro,energy,HR,3,9.396993562,9.40E+06
pumped_hydro,energy,HR,4,9.396993562,9.40E+06
pumped_hydro,energy,HR,5,9.396993562,9.40E+06
pumped_hydro,energy,HR,6,4.03E-07,4.03E-01
pumped_hydro,energy,HR,7,8.22E-07,8.22E-01
pumped_hydro,energy,HR,8,1.22E-06,1.22E+00
pumped_hydro,energy,HR,9,1.70E-06,1.70E+00
pumped_hydro,energy,HR,10,2.17E-06,2.17E+00
pumped_hydro,energy,HR,11,2.72E-06,2.72E+00
pumped_hydro,energy,HR,12,3.45E-06,3.45E+00
pumped_hydro,energy,HR,13,4.64E-06,4.64E+00
pumped_hydro,energy,HR,14,9.31E-06,9.31E+00
pumped_hydro,energy,HU,0,0,0.00E+00
pumped_hydro,energy,HU,1,0,0.00E+00
pumped_hydro,energy,HU,2,0,0.00E+00
pumped_hydro,energy,HU,3,0,0.00E+00
pumped_hydro,energy,HU,4,0,0.00E+00
pumped_hydro,energy,HU,5,0,0.00E+00
pumped_hydro,energy,HU,6,0,0.00E+00
pumped_hydro,energy,HU,7,0,0.00E+00
pumped_hydro,energy,HU,8,0,0.00E+00
pumped_hydro,energy,HU,9,0,0.00E+00
pumped_hydro,energy,HU,10,0,0.00E+00
pumped_hydro,energy,HU,11,0,0.00E+00
pumped_hydro,energy,HU,12,0,0.00E+00
pumped_hydro,energy,HU,13,0,0.00E+00
pumped_hydro,energy,HU,14,0,0.00E+00
pumped_hydro,energy,IE,0,1.8,1.80E+06
pumped_hydro,energy,IE,1,1.8,1.80E+06
pumped_hydro,energy,IE,2,1.8,1.80E+06
pumped_hydro,energy,IE,3,2.93E-07,2.93E-01
pumped_hydro,energy,IE,4,5.89E-07,5.89E-01
pumped_hydro,energy,IE,5,8.57E-07,8.57E-01
pumped_hydro,energy,IE,6,1.16E-06,1.16E+00
pumped_hydro,energy,IE,7,1.44E-06,1.44E+00
pumped_hydro,energy,IE,8,1.75E-06,1.75E+00
pumped_hydro,energy,IE,9,2.09E-06,2.09E+00
pumped_hydro,energy,IE,10,2.49E-06,2.49E+00
pumped_hydro,energy,IE,11,2.98E-06,2.98E+00
pumped_hydro,energy,IE,12,3.66E-06,3.66E+00
pumped_hydro,energy,IE,13,4.80E-06,4.80E+00
pumped_hydro,energy,IE,14,9.16E-06,9.16E+00
pumped_hydro,energy,IT,0,144.2539058,1.44E+08
pumped_hydro,energy,IT,1,144.2539058,1.44E+08
pumped_hydro,energy,IT,2,144.2539058,1.44E+08
pumped_hydro,energy,IT,3,113.19148,1.13E+08
pumped_hydro,energy,IT,4,113.19148,1.13E+08
pumped_hydro,energy,IT,5,113.1914801,1.13E+08
pumped_hydro,energy,IT,6,113.1914801,1.13E+08
pumped_hydro,energy,IT,7,76.25825587,7.63E+07
pumped_hydro,energy,IT,8,46.7489514,4.67E+07
pumped_hydro,energy,IT,9,46.74895157,4.67E+07
pumped_hydro,energy,IT,10,46.7489518,4.67E+07
pumped_hydro,energy,IT,11,31.21773927,3.12E+07
pumped_hydro,energy,IT,12,2.42E-06,2.42E+00
pumped_hydro,energy,IT,13,3.85E-06,3.85E+00
pumped_hydro,energy,IT,14,8.61E-06,8.61E+00
pumped_hydro,energy,LT,0,10.8,1.08E+07
pumped_hydro,energy,LT,1,10.8,1.08E+07
pumped_hydro,energy,LT,2,10.8,1.08E+07
pumped_hydro,energy,LT,3,10.8,1.08E+07
pumped_hydro,energy,LT,4,10.8,1.08E+07
pumped_hydro,energy,LT,5,10.8,1.08E+07
pumped_hydro,energy,LT,6,10.8,1.08E+07
pumped_hydro,energy,LT,7,10.8,1.08E+07
pumped_hydro,energy,LT,8,10.8,1.08E+07
pumped_hydro,energy,LT,9,10.8,1.08E+07
pumped_hydro,energy,LT,10,10.8,1.08E+07
pumped_hydro,energy,LT,11,10.8,1.08E+07
pumped_hydro,energy,LT,12,9.57E-07,9.57E-01
pumped_hydro,energy,LT,13,2.48E-06,2.48E+00
pumped_hydro,energy,LT,14,8.21E-06,8.21E+00
pumped_hydro,energy,LU,0,0.391000026,3.91E+05
pumped_hydro,energy,LU,1,0.391000056,3.91E+05
pumped_hydro,energy,LU,2,0.39100009,3.91E+05
pumped_hydro,energy,LU,3,0.391000129,3.91E+05
pumped_hydro,energy,LU,4,0.195000175,1.95E+05
pumped_hydro,energy,LU,5,0.195000229,1.95E+05
pumped_hydro,energy,LU,6,0.195000293,1.95E+05
pumped_hydro,energy,LU,7,0.195000369,1.95E+05
pumped_hydro,energy,LU,8,0.195000462,1.95E+05
pumped_hydro,energy,LU,9,0.195000578,1.95E+05
pumped_hydro,energy,LU,10,0.195000727,1.95E+05
pumped_hydro,energy,LU,11,0.195000928,1.95E+05
pumped_hydro,energy,LU,12,0.195001223,1.95E+05
pumped_hydro,energy,LU,13,0.195001745,1.95E+05
pumped_hydro,energy,LU,14,0.195003506,1.95E+05
pumped_hydro,energy,LV,0,0,0.00E+00
pumped_hydro,energy,LV,1,0,0.00E+00
pumped_hydro,energy,LV,2,0,0.00E+00
pumped_hydro,energy,LV,3,0,0.00E+00
pumped_hydro,energy,LV,4,0,0.00E+00
pumped_hydro,energy,LV,5,0,0.00E+00
pumped_hydro,energy,LV,6,0,0.00E+00
pumped_hydro,energy,LV,7,0,0.00E+00
pumped_hydro,energy,LV,8,0,0.00E+00
pumped_hydro,energy,LV,9,0,0.00E+00
pumped_hydro,energy,LV,10,0,0.00E+00
pumped_hydro,energy,LV,11,0,0.00E+00
pumped_hydro,energy,LV,12,0,0.00E+00
pumped_hydro,energy,LV,13,0,0.00E+00
pumped_hydro,energy,LV,14,0,0.00E+00
pumped_hydro,energy,NL,0,0,0.00E+00
pumped_hydro,energy,NL,1,0,0.00E+00
pumped_hydro,energy,NL,2,0,0.00E+00
pumped_hydro,energy,NL,3,0,0.00E+00
pumped_hydro,energy,NL,4,0,0.00E+00
pumped_hydro,energy,NL,5,0,0.00E+00
pumped_hydro,energy,NL,6,0,0.00E+00
pumped_hydro,energy,NL,7,0,0.00E+00
pumped_hydro,energy,NL,8,0,0.00E+00
pumped_hydro,energy,NL,9,0,0.00E+00
pumped_hydro,energy,NL,10,0,0.00E+00
pumped_hydro,energy,NL,11,0,0.00E+00
pumped_hydro,energy,NL,12,0,0.00E+00
pumped_hydro,energy,NL,13,0,0.00E+00
pumped_hydro,energy,NL,14,0,0.00E+00
pumped_hydro,energy,NO,0,25.28307589,2.53E+07
pumped_hydro,energy,NO,1,25.22691498,2.52E+07
pumped_hydro,energy,NO,2,25.22691501,2.52E+07
pumped_hydro,energy,NO,3,24.39033443,2.44E+07
pumped_hydro,energy,NO,4,23.33668276,2.33E+07
pumped_hydro,energy,NO,5,23.33668281,2.33E+07
pumped_hydro,energy,NO,6,14.82195958,1.48E+07
pumped_hydro,energy,NO,7,14.459631,1.45E+07
pumped_hydro,energy,NO,8,14.42339823,1.44E+07
pumped_hydro,energy,NO,9,2.49010423,2.49E+06
pumped_hydro,energy,NO,10,2.13321066,2.13E+06
pumped_hydro,energy,NO,11,2.133210863,2.13E+06
pumped_hydro,energy,NO,12,2.13321116,2.13E+06
pumped_hydro,energy,NO,13,1.234636638,1.23E+06
pumped_hydro,energy,NO,14,1.225580279,1.23E+06
pumped_hydro,energy,PL,0,13.08726264,1.31E+07
pumped_hydro,energy,PL,1,13.08726268,1.31E+07
pumped_hydro,energy,PL,2,11.55137175,1.16E+07
pumped_hydro,energy,PL,3,11.55137181,1.16E+07
pumped_hydro,energy,PL,4,11.55137189,1.16E+07
pumped_hydro,energy,PL,5,11.55137199,1.16E+07
pumped_hydro,energy,PL,6,6.585018097,6.59E+06
pumped_hydro,energy,PL,7,6.585018334,6.59E+06
pumped_hydro,energy,PL,8,1.28E-06,1.28E+00
pumped_hydro,energy,PL,9,1.73E-06,1.73E+00
pumped_hydro,energy,PL,10,2.20E-06,2.20E+00
pumped_hydro,energy,PL,11,2.75E-06,2.75E+00
pumped_hydro,energy,PL,12,3.47E-06,3.47E+00
pumped_hydro,energy,PL,13,4.65E-06,4.65E+00
pumped_hydro,energy,PL,14,9.21E-06,9.21E+00
pumped_hydro,energy,PT,0,61.16073614,6.12E+07
pumped_hydro,energy,PT,1,61.16073617,6.12E+07
pumped_hydro,energy,PT,2,55.04893658,5.50E+07
pumped_hydro,energy,PT,3,55.04893662,5.50E+07
pumped_hydro,energy,PT,4,55.04893666,5.50E+07
pumped_hydro,energy,PT,5,55.04893671,5.50E+07
pumped_hydro,energy,PT,6,55.04893678,5.50E+07
pumped_hydro,energy,PT,7,40.68834472,4.07E+07
pumped_hydro,energy,PT,8,40.68834482,4.07E+07
pumped_hydro,energy,PT,9,40.68834493,4.07E+07
pumped_hydro,energy,PT,10,40.68834508,4.07E+07
pumped_hydro,energy,PT,11,40.68834528,4.07E+07
pumped_hydro,energy,PT,12,40.68834558,4.07E+07
pumped_hydro,energy,PT,13,40.68834611,4.07E+07
pumped_hydro,energy,PT,14,40.68834789,4.07E+07
pumped_hydro,energy,RO,0,0,0.00E+00
pumped_hydro,energy,RO,1,0,0.00E+00
pumped_hydro,energy,RO,2,0,0.00E+00
pumped_hydro,energy,RO,3,0,0.00E+00
pumped_hydro,energy,RO,4,0,0.00E+00
pumped_hydro,energy,RO,5,0,0.00E+00
pumped_hydro,energy,RO,6,0,0.00E+00
pumped_hydro,energy,RO,7,0,0.00E+00
pumped_hydro,energy,RO,8,0,0.00E+00
pumped_hydro,energy,RO,9,0,0.00E+00
pumped_hydro,energy,RO,10,0,0.00E+00
pumped_hydro,energy,RO,11,0,0.00E+00
pumped_hydro,energy,RO,12,0,0.00E+00
pumped_hydro,energy,RO,13,0,0.00E+00
pumped_hydro,energy,RO,14,0,0.00E+00
pumped_hydro,energy,SE,0,1.666711794,1.67E+06
pumped_hydro,energy,SE,1,1.666711794,1.67E+06
pumped_hydro,energy,SE,2,1.666711794,1.67E+06
pumped_hydro,energy,SE,3,1.666711794,1.67E+06
pumped_hydro,energy,SE,4,1.666711794,1.67E+06
pumped_hydro,energy,SE,5,1.666711794,1.67E+06
pumped_hydro,energy,SE,6,4.00E-07,4.00E-01
pumped_hydro,energy,SE,7,8.10E-07,8.10E-01
pumped_hydro,energy,SE,8,1.20E-06,1.20E+00
pumped_hydro,energy,SE,9,1.67E-06,1.67E+00
pumped_hydro,energy,SE,10,2.14E-06,2.14E+00
pumped_hydro,energy,SE,11,2.69E-06,2.69E+00
pumped_hydro,energy,SE,12,3.41E-06,3.41E+00
pumped_hydro,energy,SE,13,4.59E-06,4.59E+00
pumped_hydro,energy,SE,14,8.99E-06,8.99E+00
pumped_hydro,energy,SI,0,0,0.00E+00
pumped_hydro,energy,SI,1,0,0.00E+00
pumped_hydro,energy,SI,2,0,0.00E+00
pumped_hydro,energy,SI,3,0,0.00E+00
pumped_hydro,energy,SI,4,0,0.00E+00
pumped_hydro,energy,SI,5,0,0.00E+00
pumped_hydro,energy,SI,6,0,0.00E+00
pumped_hydro,energy,SI,7,0,0.00E+00
pumped_hydro,energy,SI,8,0,0.00E+00
pumped_hydro,energy,SI,9,0,0.00E+00
pumped_hydro,energy,SI,10,0,0.00E+00
pumped_hydro,energy,SI,11,0,0.00E+00
pumped_hydro,energy,SI,12,0,0.00E+00
pumped_hydro,energy,SI,13,0,0.00E+00
pumped_hydro,energy,SI,14,0,0.00E+00
pumped_hydro,energy,SK,0,0,0.00E+00
pumped_hydro,energy,SK,1,0,0.00E+00
pumped_hydro,energy,SK,2,0,0.00E+00
pumped_hydro,energy,SK,3,0,0.00E+00
pumped_hydro,energy,SK,4,0,0.00E+00
pumped_hydro,energy,SK,5,0,0.00E+00
pumped_hydro,energy,SK,6,0,0.00E+00
pumped_hydro,energy,SK,7,0,0.00E+00
pumped_hydro,energy,SK,8,0,0.00E+00
pumped_hydro,energy,SK,9,0,0.00E+00
pumped_hydro,energy,SK,10,0,0.00E+00
pumped_hydro,energy,SK,11,0,0.00E+00
pumped_hydro,energy,SK,12,0,0.00E+00
pumped_hydro,energy,SK,13,0,0.00E+00
pumped_hydro,energy,SK,14,0,0.00E+00
pumped_hydro,energy,UK,0,24.41786073,2.44E+07
pumped_hydro,energy,UK,1,24.41786077,2.44E+07
pumped_hydro,energy,UK,2,24.41786082,2.44E+07
pumped_hydro,energy,UK,3,21.25492556,2.13E+07
pumped_hydro,energy,UK,4,21.25492564,2.13E+07
pumped_hydro,energy,UK,5,21.25492574,2.13E+07
pumped_hydro,energy,UK,6,21.25492589,2.13E+07
pumped_hydro,energy,UK,7,21.25492612,2.13E+07
pumped_hydro,energy,UK,8,1.27E-06,1.27E+00
pumped_hydro,energy,UK,9,1.73E-06,1.73E+00
pumped_hydro,energy,UK,10,2.20E-06,2.20E+00
pumped_hydro,energy,UK,11,2.74E-06,2.74E+00
pumped_hydro,energy,UK,12,3.47E-06,3.47E+00
pumped_hydro,energy,UK,13,4.64E-06,4.64E+00
pumped_hydro,energy,UK,14,9.16E-06,9.16E+00
pumped_hydro,power,AT,0,6.090000002,6.09E+06
pumped_hydro,power,AT,1,5.612000003,5.61E+06
pumped_hydro,power,AT,2,5.381000005,5.38E+06
pumped_hydro,power,AT,3,5.381000008,5.38E+06
pumped_hydro,power,AT,4,5.26100001,5.26E+06
pumped_hydro,power,AT,5,4.531000014,4.53E+06
pumped_hydro,power,AT,6,3.681000017,3.68E+06
pumped_hydro,power,AT,7,3.392000022,3.39E+06
pumped_hydro,power,AT,8,3.392000028,3.39E+06
pumped_hydro,power,AT,9,3.032000034,3.03E+06
pumped_hydro,power,AT,10,2.672000043,2.67E+06
pumped_hydro,power,AT,11,2.672000055,2.67E+06
pumped_hydro,power,AT,12,2.672000073,2.67E+06
pumped_hydro,power,AT,13,2.672000105,2.67E+06
pumped_hydro,power,AT,14,2.672000206,2.67E+06
pumped_hydro,power,BE,0,1.308,1.31E+06
pumped_hydro,power,BE,1,0.834000003,8.34E+05
pumped_hydro,power,BE,2,0.834000006,8.34E+05
pumped_hydro,power,BE,3,0.83400001,8.34E+05
pumped_hydro,power,BE,4,0.834000015,8.34E+05
pumped_hydro,power,BE,5,0.144000022,1.44E+05
pumped_hydro,power,BE,6,0.144000033,1.44E+05
pumped_hydro,power,BE,7,5.36E-08,5.36E-02
