technology,capacity_type,location,year,none,
natural_gas_storage,energy,NO,5,0,0.00E+00
natural_gas_storage,energy,NO,6,0,0.00E+00
natural_gas_storage,energy,NO,7,0,0.00E+00
natural_gas_storage,energy,NO,8,0,0.00E+00
natural_gas_storage,energy,NO,9,0,0.00E+00
natural_gas_storage,energy,NO,10,0,0.00E+00
natural_gas_storage,energy,NO,11,0,0.00E+00
natural_gas_storage,energy,NO,12,0,0.00E+00
natural_gas_storage,energy,NO,13,0,0.00E+00
natural_gas_storage,energy,NO,14,0,0.00E+00
natural_gas_storage,energy,PL,0,34727.70237,3.47E+10
natural_gas_storage,energy,PL,1,34727.70237,3.47E+10
natural_gas_storage,energy,PL,2,34727.70237,3.47E+10
natural_gas_storage,energy,PL,3,34727.70237,3.47E+10
natural_gas_storage,energy,PL,4,34727.70237,3.47E+10
natural_gas_storage,energy,PL,5,34727.70237,3.47E+10
natural_gas_storage,energy,PL,6,34727.70237,3.47E+10
natural_gas_storage,energy,PL,7,34727.70237,3.47E+10
natural_gas_storage,energy,PL,8,34727.70237,3.47E+10
natural_gas_storage,energy,PL,9,34727.70237,3.47E+10
natural_gas_storage,energy,PL,10,34727.70237,3.47E+10
natural_gas_storage,energy,PL,11,34727.70237,3.47E+10
natural_gas_storage,energy,PL,12,34727.70237,3.47E+10
natural_gas_storage,energy,PL,13,34727.70237,3.47E+10
natural_gas_storage,energy,PL,14,34727.70237,3.47E+10
natural_gas_storage,energy,PT,0,3668.37879,3.67E+09
natural_gas_storage,energy,PT,1,3668.37879,3.67E+09
natural_gas_storage,energy,PT,2,3668.37879,3.67E+09
natural_gas_storage,energy,PT,3,3668.37879,3.67E+09
natural_gas_storage,energy,PT,4,3668.37879,3.67E+09
natural_gas_storage,energy,PT,5,3668.37879,3.67E+09
natural_gas_storage,energy,PT,6,3668.37879,3.67E+09
natural_gas_storage,energy,PT,7,3668.37879,3.67E+09
natural_gas_storage,energy,PT,8,3668.37879,3.67E+09
natural_gas_storage,energy,PT,9,3668.37879,3.67E+09
natural_gas_storage,energy,PT,10,3668.37879,3.67E+09
natural_gas_storage,energy,PT,11,3668.37879,3.67E+09
natural_gas_storage,energy,PT,12,3668.37879,3.67E+09
natural_gas_storage,energy,PT,13,3668.37879,3.67E+09
natural_gas_storage,energy,PT,14,3668.37879,3.67E+09
natural_gas_storage,energy,RO,0,31325.73308,3.13E+10
natural_gas_storage,energy,RO,1,31325.73308,3.13E+10
natural_gas_storage,energy,RO,2,31325.73308,3.13E+10
natural_gas_storage,energy,RO,3,31325.73308,3.13E+10
natural_gas_storage,energy,RO,4,31325.73308,3.13E+10
natural_gas_storage,energy,RO,5,31325.73308,3.13E+10
natural_gas_storage,energy,RO,6,31325.73308,3.13E+10
natural_gas_storage,energy,RO,7,31325.73308,3.13E+10
natural_gas_storage,energy,RO,8,31325.73308,3.13E+10
natural_gas_storage,energy,RO,9,31325.73308,3.13E+10
natural_gas_storage,energy,RO,10,31325.73308,3.13E+10
natural_gas_storage,energy,RO,11,31325.73308,3.13E+10
natural_gas_storage,energy,RO,12,31325.73308,3.13E+10
natural_gas_storage,energy,RO,13,31325.73308,3.13E+10
natural_gas_storage,energy,RO,14,31325.73308,3.13E+10
natural_gas_storage,energy,SE,0,3673.613348,3.67E+09
natural_gas_storage,energy,SE,1,3673.613348,3.67E+09
natural_gas_storage,energy,SE,2,3673.613348,3.67E+09
natural_gas_storage,energy,SE,3,3673.613348,3.67E+09
natural_gas_storage,energy,SE,4,3673.613348,3.67E+09
natural_gas_storage,energy,SE,5,3673.613348,3.67E+09
natural_gas_storage,energy,SE,6,3673.613348,3.67E+09
natural_gas_storage,energy,SE,7,3673.613348,3.67E+09
natural_gas_storage,energy,SE,8,3673.613348,3.67E+09
natural_gas_storage,energy,SE,9,3673.613348,3.67E+09
natural_gas_storage,energy,SE,10,3673.613348,3.67E+09
natural_gas_storage,energy,SE,11,3673.613348,3.67E+09
natural_gas_storage,energy,SE,12,3673.613348,3.67E+09
natural_gas_storage,energy,SE,13,3673.613348,3.67E+09
natural_gas_storage,energy,SE,14,3673.613348,3.67E+09
natural_gas_storage,energy,SI,0,0,0.00E+00
natural_gas_storage,energy,SI,1,0,0.00E+00
natural_gas_storage,energy,SI,2,0,0.00E+00
natural_gas_storage,energy,SI,3,0,0.00E+00
natural_gas_storage,energy,SI,4,0,0.00E+00
natural_gas_storage,energy,SI,5,0,0.00E+00
natural_gas_storage,energy,SI,6,0,0.00E+00
natural_gas_storage,energy,SI,7,0,0.00E+00
natural_gas_storage,energy,SI,8,0,0.00E+00
natural_gas_storage,energy,SI,9,0,0.00E+00
natural_gas_storage,energy,SI,10,0,0.00E+00
natural_gas_storage,energy,SI,11,0,0.00E+00
natural_gas_storage,energy,SI,12,0,0.00E+00
natural_gas_storage,energy,SI,13,0,0.00E+00
natural_gas_storage,energy,SI,14,0,0.00E+00
natural_gas_storage,energy,SK,0,55388.75116,5.54E+10
natural_gas_storage,energy,SK,1,55388.75116,5.54E+10
natural_gas_storage,energy,SK,2,55388.75116,5.54E+10
natural_gas_storage,energy,SK,3,55388.75116,5.54E+10
natural_gas_storage,energy,SK,4,55388.75116,5.54E+10
natural_gas_storage,energy,SK,5,55388.75116,5.54E+10
natural_gas_storage,energy,SK,6,55388.75116,5.54E+10
natural_gas_storage,energy,SK,7,55388.75116,5.54E+10
natural_gas_storage,energy,SK,8,55388.75116,5.54E+10
natural_gas_storage,energy,SK,9,55388.75116,5.54E+10
natural_gas_storage,energy,SK,10,55388.75116,5.54E+10
natural_gas_storage,energy,SK,11,55388.75116,5.54E+10
natural_gas_storage,energy,SK,12,55388.75116,5.54E+10
natural_gas_storage,energy,SK,13,55388.75116,5.54E+10
natural_gas_storage,energy,SK,14,55388.75116,5.54E+10
natural_gas_storage,energy,UK,0,13849.91232,1.38E+10
natural_gas_storage,energy,UK,1,13849.91232,1.38E+10
natural_gas_storage,energy,UK,2,13849.91232,1.38E+10
natural_gas_storage,energy,UK,3,13849.91232,1.38E+10
natural_gas_storage,energy,UK,4,13849.91232,1.38E+10
natural_gas_storage,energy,UK,5,13849.91232,1.38E+10
natural_gas_storage,energy,UK,6,13849.91232,1.38E+10
natural_gas_storage,energy,UK,7,13849.91232,1.38E+10
natural_gas_storage,energy,UK,8,13849.91232,1.38E+10
natural_gas_storage,energy,UK,9,13849.91232,1.38E+10
natural_gas_storage,energy,UK,10,13849.91232,1.38E+10
natural_gas_storage,energy,UK,11,13849.91232,1.38E+10
natural_gas_storage,energy,UK,12,13849.91232,1.38E+10
natural_gas_storage,energy,UK,13,13849.91232,1.38E+10
natural_gas_storage,energy,UK,14,13849.91232,1.38E+10
natural_gas_storage,power,AT,0,43.22726266,4.32E+07
natural_gas_storage,power,AT,1,43.22726266,4.32E+07
natural_gas_storage,power,AT,2,43.22726266,4.32E+07
natural_gas_storage,power,AT,3,43.22726266,4.32E+07
natural_gas_storage,power,AT,4,43.22726266,4.32E+07
natural_gas_storage,power,AT,5,43.22726266,4.32E+07
natural_gas_storage,power,AT,6,43.22726266,4.32E+07
natural_gas_storage,power,AT,7,43.22726266,4.32E+07
natural_gas_storage,power,AT,8,43.22726266,4.32E+07
natural_gas_storage,power,AT,9,43.22726266,4.32E+07
natural_gas_storage,power,AT,10,43.22726266,4.32E+07
natural_gas_storage,power,AT,11,43.22726266,4.32E+07
natural_gas_storage,power,AT,12,43.22726266,4.32E+07
natural_gas_storage,power,AT,13,43.22726266,4.32E+07
natural_gas_storage,power,AT,14,43.22726266,4.32E+07
natural_gas_storage,power,BE,0,7.064509937,7.06E+06
natural_gas_storage,power,BE,1,7.064509937,7.06E+06
natural_gas_storage,power,BE,2,7.064509937,7.06E+06
natural_gas_storage,power,BE,3,7.064509937,7.06E+06
natural_gas_storage,power,BE,4,7.064509937,7.06E+06
natural_gas_storage,power,BE,5,7.064509937,7.06E+06
natural_gas_storage,power,BE,6,7.064509937,7.06E+06
natural_gas_storage,power,BE,7,7.064509937,7.06E+06
natural_gas_storage,power,BE,8,7.064509937,7.06E+06
natural_gas_storage,power,BE,9,7.064509937,7.06E+06
natural_gas_storage,power,BE,10,7.064509937,7.06E+06
natural_gas_storage,power,BE,11,7.064509937,7.06E+06
natural_gas_storage,power,BE,12,7.064509937,7.06E+06
natural_gas_storage,power,BE,13,7.064509937,7.06E+06
natural_gas_storage,power,BE,14,7.064509937,7.06E+06
natural_gas_storage,power,BG,0,1.992187293,1.99E+06
natural_gas_storage,power,BG,1,1.992187293,1.99E+06
natural_gas_storage,power,BG,2,1.992187293,1.99E+06
natural_gas_storage,power,BG,3,1.992187293,1.99E+06
natural_gas_storage,power,BG,4,1.992187293,1.99E+06
natural_gas_storage,power,BG,5,1.992187293,1.99E+06
natural_gas_storage,power,BG,6,1.992187293,1.99E+06
natural_gas_storage,power,BG,7,1.992187293,1.99E+06
natural_gas_storage,power,BG,8,1.992187293,1.99E+06
natural_gas_storage,power,BG,9,1.992187293,1.99E+06
natural_gas_storage,power,BG,10,1.992187293,1.99E+06
natural_gas_storage,power,BG,11,1.992187293,1.99E+06
natural_gas_storage,power,BG,12,1.992187293,1.99E+06
natural_gas_storage,power,BG,13,1.992187293,1.99E+06
natural_gas_storage,power,BG,14,1.992187293,1.99E+06
natural_gas_storage,power,CH,0,0,0.00E+00
natural_gas_storage,power,CH,1,0,0.00E+00
natural_gas_storage,power,CH,2,0,0.00E+00
natural_gas_storage,power,CH,3,0,0.00E+00
natural_gas_storage,power,CH,4,0,0.00E+00
natural_gas_storage,power,CH,5,0,0.00E+00
natural_gas_storage,power,CH,6,0,0.00E+00
natural_gas_storage,power,CH,7,0,0.00E+00
natural_gas_storage,power,CH,8,0,0.00E+00
natural_gas_storage,power,CH,9,0,0.00E+00
natural_gas_storage,power,CH,10,0,0.00E+00
natural_gas_storage,power,CH,11,0,0.00E+00
natural_gas_storage,power,CH,12,0,0.00E+00
natural_gas_storage,power,CH,13,0,0.00E+00
natural_gas_storage,power,CH,14,0,0.00E+00
natural_gas_storage,power,CZ,0,39.18852235,3.92E+07
natural_gas_storage,power,CZ,1,39.18852235,3.92E+07
natural_gas_storage,power,CZ,2,39.18852235,3.92E+07
natural_gas_storage,power,CZ,3,39.18852235,3.92E+07
natural_gas_storage,power,CZ,4,39.18852235,3.92E+07
natural_gas_storage,power,CZ,5,39.18852235,3.92E+07
natural_gas_storage,power,CZ,6,39.18852235,3.92E+07
natural_gas_storage,power,CZ,7,39.18852235,3.92E+07
natural_gas_storage,power,CZ,8,39.18852235,3.92E+07
natural_gas_storage,power,CZ,9,39.18852235,3.92E+07
natural_gas_storage,power,CZ,10,39.18852235,3.92E+07
natural_gas_storage,power,CZ,11,39.18852235,3.92E+07
natural_gas_storage,power,CZ,12,39.18852235,3.92E+07
natural_gas_storage,power,CZ,13,39.18852235,3.92E+07
natural_gas_storage,power,CZ,14,39.18852235,3.92E+07
natural_gas_storage,power,DE,0,300.789608,3.01E+08
natural_gas_storage,power,DE,1,300.789608,3.01E+08
natural_gas_storage,power,DE,2,300.789608,3.01E+08
natural_gas_storage,power,DE,3,300.789608,3.01E+08
natural_gas_storage,power,DE,4,300.789608,3.01E+08
natural_gas_storage,power,DE,5,300.789608,3.01E+08
natural_gas_storage,power,DE,6,300.789608,3.01E+08
natural_gas_storage,power,DE,7,300.789608,3.01E+08
natural_gas_storage,power,DE,8,300.789608,3.01E+08
natural_gas_storage,power,DE,9,300.789608,3.01E+08
natural_gas_storage,power,DE,10,300.789608,3.01E+08
natural_gas_storage,power,DE,11,300.789608,3.01E+08
natural_gas_storage,power,DE,12,300.789608,3.01E+08
natural_gas_storage,power,DE,13,300.789608,3.01E+08
natural_gas_storage,power,DE,14,300.789608,3.01E+08
natural_gas_storage,power,DK,0,14.96257887,1.50E+07
natural_gas_storage,power,DK,1,14.96257887,1.50E+07
natural_gas_storage,power,DK,2,14.96257887,1.50E+07
natural_gas_storage,power,DK,3,14.96257887,1.50E+07
natural_gas_storage,power,DK,4,14.96257887,1.50E+07
natural_gas_storage,power,DK,5,14.96257887,1.50E+07
natural_gas_storage,power,DK,6,14.96257887,1.50E+07
natural_gas_storage,power,DK,7,14.96257887,1.50E+07
natural_gas_storage,power,DK,8,14.96257887,1.50E+07
natural_gas_storage,power,DK,9,14.96257887,1.50E+07
natural_gas_storage,power,DK,10,14.96257887,1.50E+07
natural_gas_storage,power,DK,11,14.96257887,1.50E+07
natural_gas_storage,power,DK,12,14.96257887,1.50E+07
natural_gas_storage,power,DK,13,14.96257887,1.50E+07
natural_gas_storage,power,DK,14,14.96257887,1.50E+07
natural_gas_storage,power,EE,0,0,0.00E+00
natural_gas_storage,power,EE,1,0,0.00E+00
natural_gas_storage,power,EE,2,0,0.00E+00
natural_gas_storage,power,EE,3,0,0.00E+00
natural_gas_storage,power,EE,4,0,0.00E+00
natural_gas_storage,power,EE,5,0,0.00E+00
natural_gas_storage,power,EE,6,0,0.00E+00
natural_gas_storage,power,EE,7,0,0.00E+00
natural_gas_storage,power,EE,8,0,0.00E+00
natural_gas_storage,power,EE,9,0,0.00E+00
natural_gas_storage,power,EE,10,0,0.00E+00
natural_gas_storage,power,EE,11,0,0.00E+00
natural_gas_storage,power,EE,12,0,0.00E+00
natural_gas_storage,power,EE,13,0,0.00E+00
natural_gas_storage,power,EE,14,0,0.00E+00
natural_gas_storage,power,EL,0,0,0.00E+00
natural_gas_storage,power,EL,1,0,0.00E+00
natural_gas_storage,power,EL,2,0,0.00E+00
natural_gas_storage,power,EL,3,0,0.00E+00
natural_gas_storage,power,EL,4,0,0.00E+00
natural_gas_storage,power,EL,5,0,0.00E+00
natural_gas_storage,power,EL,6,0,0.00E+00
natural_gas_storage,power,EL,7,0,0.00E+00
natural_gas_storage,power,EL,8,0,0.00E+00
natural_gas_storage,power,EL,9,0,0.00E+00
natural_gas_storage,power,EL,10,0,0.00E+00
natural_gas_storage,power,EL,11,0,0.00E+00
natural_gas_storage,power,EL,12,0,0.00E+00
natural_gas_storage,power,EL,13,0,0.00E+00
natural_gas_storage,power,EL,14,0,0.00E+00
natural_gas_storage,power,ES,0,12.47032914,1.25E+07
natural_gas_storage,power,ES,1,12.47032914,1.25E+07
natural_gas_storage,power,ES,2,12.47032914,1.25E+07
natural_gas_storage,power,ES,3,12.47032914,1.25E+07
natural_gas_storage,power,ES,4,12.47032914,1.25E+07
natural_gas_storage,power,ES,5,12.47032914,1.25E+07
natural_gas_storage,power,ES,6,12.47032914,1.25E+07
natural_gas_storage,power,ES,7,12.47032914,1.25E+07
natural_gas_storage,power,ES,8,12.47032914,1.25E+07
natural_gas_storage,power,ES,9,12.47032914,1.25E+07
natural_gas_storage,power,ES,10,12.47032914,1.25E+07
natural_gas_storage,power,ES,11,12.47032914,1.25E+07
natural_gas_storage,power,ES,12,12.47032914,1.25E+07
natural_gas_storage,power,ES,13,12.47032914,1.25E+07
natural_gas_storage,power,ES,14,12.47032914,1.25E+07
natural_gas_storage,power,FI,0,0,0.00E+00
natural_gas_storage,power,FI,1,0,0.00E+00
natural_gas_storage,power,FI,2,0,0.00E+00
natural_gas_storage,power,FI,3,0,0.00E+00
natural_gas_storage,power,FI,4,0,0.00E+00
natural_gas_storage,power,FI,5,0,0.00E+00
natural_gas_storage,power,FI,6,0,0.00E+00
natural_gas_storage,power,FI,7,0,0.00E+00
natural_gas_storage,power,FI,8,0,0.00E+00
natural_gas_storage,power,FI,9,0,0.00E+00
natural_gas_storage,power,FI,10,0,0.00E+00
natural_gas_storage,power,FI,11,0,0.00E+00
natural_gas_storage,power,FI,12,0,0.00E+00
natural_gas_storage,power,FI,13,0,0.00E+00
natural_gas_storage,power,FI,14,0,0.00E+00
natural_gas_storage,power,FR,0,143.2729333,1.43E+08
natural_gas_storage,power,FR,1,143.2729333,1.43E+08
natural_gas_storage,power,FR,2,143.2729333,1.43E+08
natural_gas_storage,power,FR,3,143.2729333,1.43E+08
natural_gas_storage,power,FR,4,143.2729333,1.43E+08
natural_gas_storage,power,FR,5,143.2729333,1.43E+08
natural_gas_storage,power,FR,6,143.2729333,1.43E+08
natural_gas_storage,power,FR,7,143.2729333,1.43E+08
natural_gas_storage,power,FR,8,143.2729333,1.43E+08
natural_gas_storage,power,FR,9,143.2729333,1.43E+08
natural_gas_storage,power,FR,10,143.2729333,1.43E+08
natural_gas_storage,power,FR,11,143.2729333,1.43E+08
natural_gas_storage,power,FR,12,143.2729333,1.43E+08
natural_gas_storage,power,FR,13,143.2729333,1.43E+08
natural_gas_storage,power,FR,14,143.2729333,1.43E+08
natural_gas_storage,power,HR,0,3.177260334,3.18E+06
natural_gas_storage,power,HR,1,3.177260334,3.18E+06
natural_gas_storage,power,HR,2,3.177260334,3.18E+06
natural_gas_storage,power,HR,3,3.177260334,3.18E+06
natural_gas_storage,power,HR,4,3.177260334,3.18E+06
natural_gas_storage,power,HR,5,3.177260334,3.18E+06
natural_gas_storage,power,HR,6,3.177260334,3.18E+06
natural_gas_storage,power,HR,7,3.177260334,3.18E+06
natural_gas_storage,power,HR,8,3.177260334,3.18E+06
natural_gas_storage,power,HR,9,3.177260334,3.18E+06
natural_gas_storage,power,HR,10,3.177260334,3.18E+06
natural_gas_storage,power,HR,11,3.177260334,3.18E+06
natural_gas_storage,power,HR,12,3.177260334,3.18E+06
natural_gas_storage,power,HR,13,3.177260334,3.18E+06
natural_gas_storage,power,HR,14,3.177260334,3.18E+06
natural_gas_storage,power,HU,0,34.58640536,3.46E+07
natural_gas_storage,power,HU,1,34.58640536,3.46E+07
natural_gas_storage,power,HU,2,34.58640536,3.46E+07
natural_gas_storage,power,HU,3,34.58640536,3.46E+07
natural_gas_storage,power,HU,4,34.58640536,3.46E+07
natural_gas_storage,power,HU,5,34.58640536,3.46E+07
natural_gas_storage,power,HU,6,34.58640536,3.46E+07
natural_gas_storage,power,HU,7,34.58640536,3.46E+07
natural_gas_storage,power,HU,8,34.58640536,3.46E+07
natural_gas_storage,power,HU,9,34.58640536,3.46E+07
natural_gas_storage,power,HU,10,34.58640536,3.46E+07
natural_gas_storage,power,HU,11,34.58640536,3.46E+07
natural_gas_storage,power,HU,12,34.58640536,3.46E+07
natural_gas_storage,power,HU,13,34.58640536,3.46E+07
natural_gas_storage,power,HU,14,34.58640536,3.46E+07
natural_gas_storage,power,IE,0,0,0.00E+00
natural_gas_storage,power,IE,1,0,0.00E+00
natural_gas_storage,power,IE,2,0,0.00E+00
natural_gas_storage,power,IE,3,0,0.00E+00
natural_gas_storage,power,IE,4,0,0.00E+00
natural_gas_storage,power,IE,5,0,0.00E+00
natural_gas_storage,power,IE,6,0,0.00E+00
natural_gas_storage,power,IE,7,0,0.00E+00
natural_gas_storage,power,IE,8,0,0.00E+00
natural_gas_storage,power,IE,9,0,0.00E+00
natural_gas_storage,power,IE,10,0,0.00E+00
natural_gas_storage,power,IE,11,0,0.00E+00
natural_gas_storage,power,IE,12,0,0.00E+00
natural_gas_storage,power,IE,13,0,0.00E+00
natural_gas_storage,power,IE,14,0,0.00E+00
natural_gas_storage,power,IT,0,264.3253087,2.64E+08
natural_gas_storage,power,IT,1,264.3253087,2.64E+08
natural_gas_storage,power,IT,2,264.3253087,2.64E+08
natural_gas_storage,power,IT,3,264.3253087,2.64E+08
natural_gas_storage,power,IT,4,264.3253087,2.64E+08
natural_gas_storage,power,IT,5,264.3253087,2.64E+08
natural_gas_storage,power,IT,6,264.3253087,2.64E+08
natural_gas_storage,power,IT,7,264.3253087,2.64E+08
natural_gas_storage,power,IT,8,264.3253087,2.64E+08
natural_gas_storage,power,IT,9,264.3253087,2.64E+08
natural_gas_storage,power,IT,10,264.3253087,2.64E+08
natural_gas_storage,power,IT,11,264.3253087,2.64E+08
natural_gas_storage,power,IT,12,264.3253087,2.64E+08
natural_gas_storage,power,IT,13,264.3253087,2.64E+08
natural_gas_storage,power,IT,14,264.3253087,2.64E+08
natural_gas_storage,power,LT,0,0,0.00E+00
natural_gas_storage,power,LT,1,0,0.00E+00
natural_gas_storage,power,LT,2,0,0.00E+00
natural_gas_storage,power,LT,3,0,0.00E+00
natural_gas_storage,power,LT,4,0,0.00E+00
natural_gas_storage,power,LT,5,0,0.00E+00
natural_gas_storage,power,LT,6,0,0.00E+00
natural_gas_storage,power,LT,7,0,0.00E+00
natural_gas_storage,power,LT,8,0,0.00E+00
natural_gas_storage,power,LT,9,0,0.00E+00
natural_gas_storage,power,LT,10,0,0.00E+00
natural_gas_storage,power,LT,11,0,0.00E+00
natural_gas_storage,power,LT,12,0,0.00E+00
natural_gas_storage,power,LT,13,0,0.00E+00
natural_gas_storage,power,LT,14,0,0.00E+00
natural_gas_storage,power,LU,0,0,0.00E+00
natural_gas_storage,power,LU,1,0,0.00E+00
natural_gas_storage,power,LU,2,0,0.00E+00
natural_gas_storage,power,LU,3,0,0.00E+00
natural_gas_storage,power,LU,4,0,0.00E+00
natural_gas_storage,power,LU,5,0,0.00E+00
natural_gas_storage,power,LU,6,0,0.00E+00
natural_gas_storage,power,LU,7,0,0.00E+00
natural_gas_storage,power,LU,8,0,0.00E+00
natural_gas_storage,power,LU,9,0,0.00E+00
natural_gas_storage,power,LU,10,0,0.00E+00
natural_gas_storage,power,LU,11,0,0.00E+00
natural_gas_storage,power,LU,12,0,0.00E+00
natural_gas_storage,power,LU,13,0,0.00E+00
natural_gas_storage,power,LU,14,0,0.00E+00
natural_gas_storage,power,LV,0,0,0.00E+00
natural_gas_storage,power,LV,1,0,0.00E+00
natural_gas_storage,power,LV,2,0,0.00E+00
natural_gas_storage,power,LV,3,0,0.00E+00
natural_gas_storage,power,LV,4,0,0.00E+00
natural_gas_storage,power,LV,5,0,0.00E+00
natural_gas_storage,power,LV,6,0,0.00E+00
natural_gas_storage,power,LV,7,0,0.00E+00
natural_gas_storage,power,LV,8,0,0.00E+00
natural_gas_storage,power,LV,9,0,0.00E+00
natural_gas_storage,power,LV,10,0,0.00E+00
natural_gas_storage,power,LV,11,0,0.00E+00
natural_gas_storage,power,LV,12,0,0.00E+00
natural_gas_storage,power,LV,13,0,0.00E+00
natural_gas_storage,power,LV,14,0,0.00E+00
natural_gas_storage,power,NL,0,72.74309852,7.27E+07
natural_gas_storage,power,NL,1,72.74309852,7.27E+07
natural_gas_storage,power,NL,2,72.74309852,7.27E+07
natural_gas_storage,power,NL,3,72.74309852,7.27E+07
natural_gas_storage,power,NL,4,72.74309852,7.27E+07
natural_gas_storage,power,NL,5,72.74309852,7.27E+07
natural_gas_storage,power,NL,6,72.74309852,7.27E+07
natural_gas_storage,power,NL,7,72.74309852,7.27E+07
natural_gas_storage,power,NL,8,72.74309852,7.27E+07
natural_gas_storage,power,NL,9,72.74309852,7.27E+07
natural_gas_storage,power,NL,10,72.74309852,7.27E+07
natural_gas_storage,power,NL,11,72.74309852,7.27E+07
natural_gas_storage,power,NL,12,72.74309852,7.27E+07
natural_gas_storage,power,NL,13,72.74309852,7.27E+07
natural_gas_storage,power,NL,14,72.74309852,7.27E+07
natural_gas_storage,power,NO,0,0,0.00E+00
natural_gas_storage,power,NO,1,0,0.00E+00
natural_gas_storage,power,NO,2,0,0.00E+00
natural_gas_storage,power,NO,3,0,0.00E+00
natural_gas_storage,power,NO,4,0,0.00E+00
natural_gas_storage,power,NO,5,0,0.00E+00
natural_gas_storage,power,NO,6,0,0.00E+00
natural_gas_storage,power,NO,7,0,0.00E+00
natural_gas_storage,power,NO,8,0,0.00E+00
natural_gas_storage,power,NO,9,0,0.00E+00
natural_gas_storage,power,NO,10,0,0.00E+00
natural_gas_storage,power,NO,11,0,0.00E+00
natural_gas_storage,power,NO,12,0,0.00E+00
natural_gas_storage,power,NO,13,0,0.00E+00
natural_gas_storage,power,NO,14,0,0.00E+00
natural_gas_storage,power,PL,0,34.48717988,3.45E+07
natural_gas_storage,power,PL,1,34.48717988,3.45E+07
natural_gas_storage,power,PL,2,34.48717988,3.45E+07
natural_gas_storage,power,PL,3,34.48717988,3.45E+07
natural_gas_storage,power,PL,4,34.48717988,3.45E+07
natural_gas_storage,power,PL,5,34.48717988,3.45E+07
natural_gas_storage,power,PL,6,34.48717988,3.45E+07
natural_gas_storage,power,PL,7,34.48717988,3.45E+07
natural_gas_storage,power,PL,8,34.48717988,3.45E+07
natural_gas_storage,power,PL,9,34.48717988,3.45E+07
natural_gas_storage,power,PL,10,34.48717988,3.45E+07
natural_gas_storage,power,PL,11,34.48717988,3.45E+07
natural_gas_storage,power,PL,12,34.48717988,3.45E+07
natural_gas_storage,power,PL,13,34.48717988,3.45E+07
natural_gas_storage,power,PL,14,34.48717988,3.45E+07
natural_gas_storage,power,PT,0,3.639264672,3.64E+06
natural_gas_storage,power,PT,1,3.639264672,3.64E+06
natural_gas_storage,power,PT,2,3.639264672,3.64E+06
natural_gas_storage,power,PT,3,3.639264672,3.64E+06
natural_gas_storage,power,PT,4,3.639264672,3.64E+06
natural_gas_storage,power,PT,5,3.639264672,3.64E+06
natural_gas_storage,power,PT,6,3.639264672,3.64E+06
natural_gas_storage,power,PT,7,3.639264672,3.64E+06
natural_gas_storage,power,PT,8,3.639264672,3.64E+06
natural_gas_storage,power,PT,9,3.639264672,3.64E+06
natural_gas_storage,power,PT,10,3.639264672,3.64E+06
natural_gas_storage,power,PT,11,3.639264672,3.64E+06
natural_gas_storage,power,PT,12,3.639264672,3.64E+06
natural_gas_storage,power,PT,13,3.639264672,3.64E+06
natural_gas_storage,power,PT,14,3.639264672,3.64E+06
natural_gas_storage,power,RO,0,18.18721671,1.82E+07
natural_gas_storage,power,RO,1,18.18721671,1.82E+07
natural_gas_storage,power,RO,2,18.18721671,1.82E+07
natural_gas_storage,power,RO,3,18.18721671,1.82E+07
natural_gas_storage,power,RO,4,18.18721671,1.82E+07
natural_gas_storage,power,RO,5,18.18721671,1.82E+07
natural_gas_storage,power,RO,6,18.18721671,1.82E+07
natural_gas_storage,power,RO,7,18.18721671,1.82E+07
natural_gas_storage,power,RO,8,18.18721671,1.82E+07
natural_gas_storage,power,RO,9,18.18721671,1.82E+07
natural_gas_storage,power,RO,10,18.18721671,1.82E+07
natural_gas_storage,power,RO,11,18.18721671,1.82E+07
natural_gas_storage,power,RO,12,18.18721671,1.82E+07
natural_gas_storage,power,RO,13,18.18721671,1.82E+07
natural_gas_storage,power,RO,14,18.18721671,1.82E+07
natural_gas_storage,power,SE,0,3.668113396,3.67E+06
natural_gas_storage,power,SE,1,3.668113396,3.67E+06
natural_gas_storage,power,SE,2,3.668113396,3.67E+06
natural_gas_storage,power,SE,3,3.668113396,3.67E+06
natural_gas_storage,power,SE,4,3.668113396,3.67E+06
natural_gas_storage,power,SE,5,3.668113396,3.67E+06
natural_gas_storage,power,SE,6,3.668113396,3.67E+06
natural_gas_storage,power,SE,7,3.668113396,3.67E+06
natural_gas_storage,power,SE,8,3.668113396,3.67E+06
natural_gas_storage,power,SE,9,3.668113396,3.67E+06
natural_gas_storage,power,SE,10,3.668113396,3.67E+06
natural_gas_storage,power,SE,11,3.668113396,3.67E+06
natural_gas_storage,power,SE,12,3.668113396,3.67E+06
natural_gas_storage,power,SE,13,3.668113396,3.67E+06
natural_gas_storage,power,SE,14,3.668113396,3.67E+06
natural_gas_storage,power,SI,0,0,0.00E+00
natural_gas_storage,power,SI,1,0,0.00E+00
natural_gas_storage,power,SI,2,0,0.00E+00
natural_gas_storage,power,SI,3,0,0.00E+00
natural_gas_storage,power,SI,4,0,0.00E+00
natural_gas_storage,power,SI,5,0,0.00E+00
natural_gas_storage,power,SI,6,0,0.00E+00
natural_gas_storage,power,SI,7,0,0.00E+00
natural_gas_storage,power,SI,8,0,0.00E+00
natural_gas_storage,power,SI,9,0,0.00E+00
natural_gas_storage,power,SI,10,0,0.00E+00
